"ID"	"Text"	"Font"	"Font Style"	"Font Size"	"Spacing"
"Tutorial_Text10"	"全てのプレイヤーが行動を選択したら、|死亡者を確認した後に|話し合いに移ります。"	"Koku Mincho"	"Bold"	"65 "	"1.2"
"Tutorial_Text11"	"話し合いの時間では、|生存しているプレイヤー全員同士で|自由に会話を行うことができます。"	"Koku Mincho"	"Bold"	"65 "	"1.2"
"Tutorial_Text12"	"話し合いが終了したら、|そこでそのラウンドは終わり、|次のラウンドへ移行します。"	"Koku Mincho"	"Bold"	"65 "	"1.2"
"Tutorial_Text13"	"どちらかの陣営が|勝利条件を達成するまで、|これらを繰り返し続けます。"	"Koku Mincho"	"Bold"	"65 "	"1.2"
"PictureBook_BackButton"	"戻る"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Rules_Title"	"- ルール -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Rules_Description"	"ルールを確認することができます"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rules_BasicCategoryTitle"	"基本"	"Koku Mincho"	"Bold"	"80 "	"1"
"Rules_ObjectiveButton"	"勝利条件"	"Soukou Mincho"	"Bold"	"75 "	"1"
"Rules_ProfileButton"	"プロフィール"	"Soukou Mincho"	"Bold"	"70 "	"1"
"Rules_MapButton"	"マップ"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Rules_FindCluesButton"	"鍵の探索"	"Soukou Mincho"	"Bold"	"75 "	"1"
"Rules_NPCButton"	"NPC"	"Afton James"	"Normal"	"85 "	"1"
"Rules_RolesCategoryTitle"	"役職"	"Koku Mincho"	"Bold"	"80 "	"1"
"Rules_MurdererButton"	"殺人鬼"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Rules_BetrayerButton"	"裏切者"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Rules_PolicemanButton"	"警察官"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Rules_DetectiveButton"	"探偵"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Rules_BystanderButton"	"一般人"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Rules_ActionsCategoryTitle"	"行動"	"Koku Mincho"	"Bold"	"80 "	"1"
"Rules_PassButton"	"パス"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Rules_AbilityButton"	"能力"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Rules_MoveButton"	"移動"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Rules_BackButton"	"戻る"	"Soukou Mincho"	"Bold"	"75 "	"1"
"Option_Title"	"- オプション -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Option_Description"	"オプションを変更することができます"	"Koku Mincho"	"Normal"	"55 "	"1"
"Option_AudioButton"	"音声"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Option_LanguageButton"	"言語"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Option_FeedbackButton"	"評価"	"Soukou Mincho"	"Bold"	"80 "	"1"
"Option_BackButton"	"戻る"	"Soukou Mincho"	"Bold"	"75 "	"1"
"RoleIntroduction_Title"	"-"	"Koku Mincho"	"Bold"	"85 "	"1"
"RoleIntroduction_Description"	"役職について知りましょう"	"Koku Mincho"	"Normal"	"55 "	"1"
"RoleIntroduction_IntroductionCategoryTitle"	"説明"	"Koku Mincho"	"Bold"	"80 "	"1"
"RoleIntroduction_MurdererIntroduction"	"狂気に満ちた|このパーティを開催し、|全ての哀れな来客達を殺そうと|計画している殺人鬼。||同じ部屋にいる他の殺人鬼と|互いに認識し合うことができる。"	"Koku Mincho"	"Normal"	"70 "	"1"
"RoleIntroduction_BetrayerIntroduction"	"他の来客達を裏切り、|良心を捨て保身の為に|殺人鬼の側に付いた者。||場を錯乱させ、|殺人鬼の計画を手助けする。"	"Koku Mincho"	"Normal"	"70 "	"1"
"RoleIntroduction_PolicemanIntroduction"	"怪しげなパーティーの存在を掴み、|凄惨な悲劇を阻止する為に|潜入した警察官。||その正義と武器で|弱気を守り悪を挫く。"	"Koku Mincho"	"Normal"	"70 "	"1"
"RoleIntroduction_DetectiveIntroduction"	"パーティーに運悪く参加していた|腕の利く探偵。||僅かな痕跡から|真実を暴き出す。"	"Koku Mincho"	"Normal"	"70 "	"1"
"RoleIntroduction_BystanderIntroduction"	"狂ったパーティーに招かれてしまった|能力のない一般人。||手掛かりを集めて|鍵を見つけ出し、|悪夢からの脱出を目指す。"	"Koku Mincho"	"Normal"	"70 "	"1"
"RoleIntroduction_AbilitiesCategoryTitle"	"能力"	"Koku Mincho"	"Bold"	"80 "	"1"
"RoleIntroduction_AbilityButton"	"-"	"Soukou Mincho"	"Bold"	"75 "	"1"
"RoleIntroduction_BackButton"	"戻る"	"Soukou Mincho"	"Bold"	"75 "	"1"
"Setting_Title"	"- ゲーム設定 -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Setting_Description"	"参加プレイヤーを追加して下さい"	"Koku Mincho"	"Normal"	"55 "	"1"
"Setting_Warning"	"-"	"Koku Mincho"	"Bold"	"60 "	"1"
"Setting_AddPlayerButton"	"プレイヤー追加"	"Soukou Mincho"	"Bold"	"60 "	"1"
"Setting_Nextbutton"	"決定"	"Soukou Mincho"	"Bold"	"75 "	"1"
"Setting_BackButton"	"戻る"	"Soukou Mincho"	"Bold"	"75 "	"1"
"RoleList_Title"	"- 役職確認 -"	"Koku Mincho"	"Bold"	"85 "	"1"
"RoleList_Description"	"今回登場する役職を確認して下さい"	"Koku Mincho"	"Normal"	"55 "	"1"
"RoleList_GameStartButton"	"ゲーム開始"	"Soukou Mincho"	"Bold"	"70 "	"1"
"RoleList_BackButton"	"戻る"	"Soukou Mincho"	"Bold"	"75 "	"1"
"Message_Description"	"説明に従って進めて下さい"	"Koku Mincho"	"Normal"	"55 "	"1"
"Message_GameStart_Title"	"- ゲーム開始 -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Message_GameStart_Text"	"これよりゲームを始めます。||端末を最初の|手番プレイヤーに渡し、|各々このラウンドで取る|行動を選択して下さい。"	"Koku Mincho"	"Normal"	"75 "	"1"
"Message_RoundStart_Title"	"- ラウンド開始 -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Message_RoundStart_Text"	"次のラウンドへと移行します。||端末を最初の|手番プレイヤーに渡し、|各々このラウンドで取る|行動を選択して下さい。"	"Koku Mincho"	"Normal"	"75 "	"1"
"Message_ExcludedCheck_Title"	"- 行動終了 -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Message_ExcludedCheck_Text"	"全てのプレイヤーの行動選択が|終了しました。||端末をゲームマスターへ渡して|退場プレイヤーの確認画面へと|移って下さい。"	"Koku Mincho"	"Normal"	"75 "	"1"
"Message_Discussion_Title"	"- 話し合い開始 -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Message_Discussion_Text"	"次は話し合いの時間です。|ここからは、生存している|プレイヤー全員がお互いに|話すことを許されます。||有益な情報を手に入れたり、|他者を上手く騙したりしましょう。"	"Koku Mincho"	"Normal"	"75 "	"1"
"Message_RoundEnd_Title"	"- 話し合い終了 -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Message_RoundEnd_Text"	"話し合いは終了です。||全プレイヤーは次の話し合いまで|お互い話し合ってはいけません。"	"Koku Mincho"	"Normal"	"75 "	"1"
"Message_GameEnd_Title"	"- 決着 -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Message_GameEnd_Text"	"…どうやら全プレイヤーの|勝敗が決したようです。||果たして結末はいかに…!?"	"Koku Mincho"	"Normal"	"75 "	"1"
"Message_NextButton"	"次へ"	"Soukou Mincho"	"Bold"	"75 "	"1"
"Confirm_Title"	"-"	"Koku Mincho"	"Bold"	"85 "	"1"
"Confirm_Description"	"-"	"Koku Mincho"	"Normal"	"50 "	"1"
"Confirm_Sign"	"死亡確認"	"Genkai Mincho"	"Normal"	"125 "	"1"
"Confirm_ContinueButton"	"手番を始める"	"Soukou Mincho"	"Bold"	"65 "	"1"
"Information_PlayerName"	"-"	"Genkai Mincho"	"Normal"	"80 "	"1"
"Information_CharacterName"	"-"	"Genkai Mincho"	"Normal"	"75 "	"1"
"Information_Role"	"-"	"Genkai Mincho"	"Normal"	"75 "	"1"
"Action_Location"	"-"	"Koku Mincho"	"Bold"	"60 "	"1"
"Action_Notification"	"周囲には誰もいないようです。"	"Koku Mincho"	"Bold"	"60 "	"1"
"Action_RosterButton"	"名簿"	"Soukou Mincho"	"Normal"	"70 "	"1"
"Action_RulesButton"	"ルール"	"Soukou Mincho"	"Normal"	"65 "	"1"
"Action_PassButton"	"パス"	"Soukou Mincho"	"Bold"	"75 "	"1"
"Action_AbilityButton"	"能力"	"Soukou Mincho"	"Bold"	"70 "	"1"
"Action_MoveButton"	"移動"	"Soukou Mincho"	"Bold"	"70 "	"1"
"Ability_Title"	"- 能力 -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Ability_Description"	"使用する能力を選んで下さい"	"Koku Mincho"	"Normal"	"55 "	"1"
"Ability_CancelButton"	"キャンセル"	"Soukou Mincho"	"Bold"	"65 "	"1"
"Move_Title"	"- 移動 -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Move_Description"	"移動先を選択して下さい"	"Koku Mincho"	"Normal"	"55 "	"1"
"Move_LocationButton1"	"メインエントランス"	"Koku Mincho"	"Bold"	"70 "	"1"
"Move_LocationButton2"	"居間"	"Koku Mincho"	"Bold"	"70 "	"1"
"Move_LocationButton3"	"書斎"	"Koku Mincho"	"Bold"	"70 "	"1"
"Move_LocationButton4"	"食堂"	"Koku Mincho"	"Bold"	"70 "	"1"
"Move_LocationButton5"	"キッチン"	"Koku Mincho"	"Bold"	"70 "	"1"
"Move_LocationButton6"	"倉庫"	"Koku Mincho"	"Bold"	"70 "	"1"
"Move_LocationButton7"	"トイレ"	"Koku Mincho"	"Bold"	"70 "	"1"
"Move_SearchSign"	"探索済み"	"Genkai Mincho"	"Normal"	"80 "	"1"
"Move_CancelButton"	"キャンセル"	"Soukou Mincho"	"Bold"	"65 "	"1"
"ExcludedList_Title"	"- 死亡プレイヤー確認 -"	"Koku Mincho"	"Bold"	"85 "	"1"
"ExcludedList_Description"	"これまでに死亡したプレイヤーを確認して下さい"	"Koku Mincho"	"Normal"	"55 "	"1"
"ExcludedList_Notification"	"どうやら全てのプレイヤーが|生存しているようです！||…今のところは。"	"Koku Mincho"	"Italic"	"80 "	"1"
"ExcludedList_ContinueButton"	"次へ"	"Soukou Mincho"	"Bold"	"75 "	"1"
"Discussion_TItle"	"- 話し合い -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Discussion_Description"	"プレイヤー同士で話し合いを行うことができます"	"Koku Mincho"	"Normal"	"55 "	"1"
"Discussion_MapButton"	"マップを見る"	"Soukou Mincho"	"Bold"	"65 "	"1"
"Discussion_ContinueButton"	"-"	"Soukou Mincho"	"Bold"	"75 "	"1"
"Result_Title"	"- 結果 -"	"Koku Mincho"	"Bold"	"85 "	"1"
"Result_Description"	"勝者を称えましょう！"	"Koku Mincho"	"Normal"	"55 "	"1"
"Result_PlayAgainButton"	"もう一度遊ぶ"	"Soukou Mincho"	"Bold"	"65 "	"1"
"Result_ReturnButton"	"タイトルへ戻る"	"Soukou Mincho"	"Bold"	"70 "	"1"
"Window_Title"	"-"	"Koku Mincho"	"Bold"	"65 "	"1"
"Window_Text"	"-"	"Koku Mincho"	"Normal"	"55 "	"1"
"Window_OKButton"	"OK"	"Afton James"	"Normal"	"65 "	"1"
"Window_ContinueButton"	"続ける"	"Soukou Mincho"	"Bold"	"65 "	"1"
"Window_CloseButton"	"閉じる"	"Soukou Mincho"	"Bold"	"60 "	"1"
"Window_CancelButton"	"キャンセル"	"Soukou Mincho"	"Bold"	"50 "	"1"
"AudioSetting_Title"	"- 音量設定 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"AudioSetting_Music_Text"	"音楽"	"Soukou Mincho"	"Normal"	"60 "	"1"
"AudioSetting_SoundEffect_Text"	"効果音"	"Soukou Mincho"	"Normal"	"60 "	"1"
"LanguageSetting_Title"	"- 言語設定 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_Objective_Title"	"- 勝利条件 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_Objective_Text"	"殺人鬼陣営は|ゲスト陣営のプレイヤー全員を|殺害することで勝利となります。||ゲスト陣営は|全ての殺人鬼が死亡するか|必要な数の手掛かりを|集めることで勝利となります。|(手掛かりの数は|プレイヤー数によって決められます)||ただし、前提として|両陣営とも一人以上のプレイヤーが|生き残っていなければなりません。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_Profile_Title"	"- プロフィール -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_Profile_Text"	"ゲームが始まると、それぞれのプレイヤーは|ランダムなパーティーの参加者となります。||そして、名前や役職といった|被りのないランダムなプロフィールを|与えられます。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_Map_Title"	"- マップ -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_Map_Text"	"ゲームの舞台となる屋敷には|7つの部屋が存在します。||ゲーム開始時に、|全てのプレイヤーとNPCは|ランダムな部屋に配置されます。||部屋を移動する際は、|そこから隣接した部屋へのみ|移動できます。||同じ部屋にいるプレイヤー同士は|お互いのプロフィールや行動を|確認することができます。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_FindClues_Title"	"- 鍵の探索 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_FindClues_Text"	"ゲスト陣営は「手掛かり」を|協力して必要数集めることで|鍵を発見し勝利となります。||手掛かりはプレイヤー毎に存在し、|屋敷内のいずれかの部屋に|一つだけ配置されています。|手掛かりが隠された部屋で|能力の「探索」を使うことにより、|手掛かりを一つ入手することが可能です。||手掛かりを発見した際、|また新たに屋敷の何処かに|手掛かりが配置されます。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_NPC_Title"	"- NPC -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_NPC_Text"	"ゲームには数人の|NPC(プレイヤーが操作しないキャラクター)|が存在します。||NPCは各ラウンドで|ランダムな部屋へ移動するか|何もしないかのみを選んで行動します。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_Knife_Title"	"- ナイフ -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_Knife_Text"	"同じ部屋にいる人物|一人を殺害します。|(その場に死体が残ります)||同時に他の部屋へ|移動しようとしている対象も|殺害可能です。||ラウンドを連続しての使用や|最初のラウンド内での使用は|できません。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_HideDeadbody_Title"	"- 証拠隠滅 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_HideDeadbody_Text"	"同じ部屋にある死体一つを隠します。|次のラウンドから、|他のプレイヤーが死体を|目撃したり調べたりすることが|できなくなります。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_Feint_Title"	"- 探索の振り -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_Feint_Text"	"その場で手掛かりを探索する振りをします。|他のプレイヤーには、|あなたがそのラウンドで|探索をしたように見えます。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_Pistol_Title"	"- 拳銃 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_Pistol_Text"	"同じ部屋にいる人物|一人を殺害します。|(その場に死体が残ります)||同時に他の部屋へ|移動しようとしている対象も|殺害可能です。||限られた回数しか使用できず、|ラウンドを連続しての使用や|最初のラウンド内での使用は|できません。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_Autopsy_Title"	"- 検死 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_Autopsy_Text"	"同じ部屋にある|死体一つを調べ、|殺害者の名と凶器を|明らかにします。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_Search_Title"	"- 探索 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_Search_Text"	"その部屋に|鍵の手掛かりがないか探します。||メインエントランス内や|ゲーム開始から３ラウンド以内では|使用できません。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_Pass_Title"	"- パス -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_Pass_Text"	"何もせず手番を渡します。||他のプレイヤーからは|あなたの行動が|「目立った行動なし」|と認識されます。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_Ability_Title"	"- 能力 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_Ability_Text"	"役職固有の能力の中から|一つ選んで使用します。||他のプレイヤーは|あなたが何の能力を|誰に対して使ったかを認識できます。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Rule_Move_Title"	"- 移動 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Rule_Move_Text"	"隣接した部屋の内の|一つに移動します。||他のプレイヤーからは|あなたの行動が|「移動」と認識されます。"	"Koku Mincho"	"Normal"	"55 "	"1"
"RoleWindow_Murderer_Title"	"- あなたは殺人鬼です -"	"Koku Mincho"	"Bold"	"65 "	"1"
"RoleWindow_Murderer_Text"	"宴は始まった。||大衆に紛れ、|人々を騙し、|全てを殺せ。"	"Koku Mincho"	"Normal"	"55 "	"1"
"RoleWindow_Betrayer_Title"	"- あなたは裏切者です -"	"Koku Mincho"	"Bold"	"65 "	"1"
"RoleWindow_Betrayer_Text"	"貴方は殺人鬼の側に付くという|賢い判断を下した。||よく考え、慎重に行動し|殺人鬼を勝利に導こう。"	"Koku Mincho"	"Normal"	"55 "	"1"
"RoleWindow_Policeman_Title"	"- あなたは警察官です -"	"Koku Mincho"	"Bold"	"65 "	"1"
"RoleWindow_Policeman_Text"	"貴方には殺人鬼達に裁きを下し、|人々の安全を守るという使命がある。||その武器で正義を執行せよ。"	"Koku Mincho"	"Normal"	"55 "	"1"
"RoleWindow_Detective_Title"	"- あなたは探偵です -"	"Koku Mincho"	"Bold"	"65 "	"1"
"RoleWindow_Detective_Text"	"事件を解決するのが|探偵としての義務だ。||周囲を調べ、痕跡を辿って|殺人鬼の正体を暴こう。"	"Koku Mincho"	"Normal"	"55 "	"1"
"RoleWindow_Bystander_Title"	"- あなたは一般人です -"	"Koku Mincho"	"Bold"	"65 "	"1"
"RoleWindow_Bystander_Text"	"貴方は屋敷に囚われた|無力な一般人だ。||手掛かりを集めて鍵を見つけ出し、|ここから脱出しよう。"	"Koku Mincho"	"Normal"	"55 "	"1"
"RosterWindow_Title"	"- 名簿 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_PlayerName_Title"	"- プレイヤー名 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_PlayerName_Text"	"手番中のプレイヤー名です。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_Profile_Title"	"- プロフィール -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_Profile_Text"	"プレイヤーが操作する|パーティー参加者のプロフィールです。||名前と役職に加えて|外見のイラストが確認できます。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_RemainedPlayers_Title"	"- 残りプレイヤー数 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_RemainedPlayers_Text"	"現在生存しているプレイヤーの数です。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_Clues_Title"	"- 発見された手掛かりの数 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_Clues_Text"	"前のラウンドまでに発見された|全ての鍵の手掛かりの数と、|鍵の発見に必要な数です。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_Location_Title"	"- 現在位置 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_Location_Text"	"現在プレイヤーがいる|部屋の名前です。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_ParticipantList_Title"	"- 周囲の人々 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_ParticipantList_Text"	"現在プレイヤーと同じ部屋内にいる|全ての他のパーティー参加者の|プロフィールリストです。||各プロフィールからは、|名前や外見に加えて|前のラウンドにした行動を確認できます。|ただし、プレイヤーが前のラウンドで|他の部屋から移動していた場合は|他人の行動を確認できません。||また、プロフィール右のボタンを押すと|その人物の印象を表すアイコンを|切り替えることができます。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_RosterButton_Title"	"- 名簿 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_RosterButton_Text"	"プレイヤーが今までに|会ったことのある|パーティー参加者の名簿を|確認することができます。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_RulesButton_Title"	"- ルール -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_RulesButton_Text"	"ルールを確認することができます。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_PassButton_Title"	"- パス -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_PassButton_Text"	"ターンをパスします。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_AbilityButton_Title"	"- 能力を使用する -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_AbilityButton_Text"	"使用する能力を選ぶ画面へと移ります。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_MoveButton_Title"	"- 移動する -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_MoveButton_Text"	"移動先を選択する為に|マップ画面へと移ります。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_Abilities_Title"	"- 能力 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_Abilities_Text"	"役職固有の能力が表示されています。||使用する能力を選び、|対象を選択する能力の場合は|続けて選んでから使用します。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_LocationButton_Title"	"- 部屋 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_LocationButton_Text"	"屋敷の各部屋と、それぞれにいる|パーティー参加者の数です。|死体はカウントされず、|隣接した部屋の人数のみ|確認できます。||移動可能な部屋のボタンを押すと|1ラウンド使ってそこへ移動します。||また、プレイヤーが探索を行った部屋は|「探索済み」のマークが表示されます。"	"Koku Mincho"	"Normal"	"55 "	"1"
"Help_BackButton_Title"	"- メニューへ戻る -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Help_BackButton_Text"	"行動選択画面へ戻ります。"	"Koku Mincho"	"Normal"	"55 "	"1"
"MapWindow_Title"	"- マップ -"	"Koku Mincho"	"Bold"	"65 "	"1"
"ConfirmWindow_Title"	"- 確認 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"ConfirmWindow_Text"	"-"	"Koku Mincho"	"Normal"	"65 "	"1"
"ConfirmWindow_OKButton"	"OK"	"Afton James"	"Normal"	"65 "	"1"
"ConfirmWindow_CancelButton"	"キャンセル"	"Soukou Mincho"	"Bold"	"45 "	"1"
"AbilityWindow_TargetSelect_Title"	"- 対象を選択して下さい -"	"Koku Mincho"	"Bold"	"65 "	"1"
"AbilityWindow_Notice_Title"	"- 注意 -"	"Koku Mincho"	"Bold"	"65 "	"1"
"AbilityWindow_Result_Title"	"- 能力を使用しました -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Credits_Title"	"- クレジット -"	"Koku Mincho"	"Bold"	"65 "	"1"
"Credits_Text"	"- 制作 -|BlackHoodie|blackhoodie416@gmail.com||- 音楽 -|Bensound|www.bensound.com"	"Koku Mincho"	"Normal"	"55 "	"1"
